id;sex;age;chest;height;body_mass;year_birth;cw;alive;y_before_death;terminal;season_measure;Township;measure;bm;division
6;B;58.96235455;359;252;3244;10;origin1;Y;NA;0;season2;G;measured;3244;G
6;B;59.03901437;359;252;3182;10;origin1;Y;NA;0;season2;G;measured;3182;G
6;B;59.12388775;359;252;3239;10;origin1;Y;NA;0;season2;G;measured;3239;G
6;B;59.29089665;361;253;3336;10;origin1;Y;NA;0;season3;G;measured;3336;G
6;B;59.37303217;360;255;3317;10;origin1;Y;NA;0;season3;G;measured;3317;G
6;B;59.45790554;359;254;3357;10;origin1;Y;NA;0;season3;G;measured;3357;G
6;B;59.54277892;361;255;3358;10;origin1;Y;NA;0;season3;G;measured;3358;G
6;B;59.62491444;357;256;3155;10;origin1;Y;NA;0;season1;G;measured;3155;G
6;B;59.77823409;360;254;3334;10;origin1;Y;NA;0;season1;G;measured;3334;G
6;B;60.00821355;359;NA;3325;10;origin1;Y;NA;0;season2;G;measured;3325;G
6;B;60.15879535;364;255;3357;10;origin1;Y;NA;0;season2;G;measured;3357;G
6;B;60.183436;355;251;3246;10;origin1;Y;NA;0;season2;G;measured;3246;G
6;B;60.19164956;355;251;NA;10;origin1;Y;NA;0;season2;G;estimated;3144.30708;G
6;B;60.26830938;355;257;3223;10;origin1;Y;NA;0;season3;G;measured;3223;G
6;B;61.24572211;325;258;3075;10;origin1;Y;NA;0;season2;G;measured;3075;G
6;B;61.30321697;322;258;3070;10;origin1;Y;NA;0;season3;G;measured;3070;G
6;B;61.34702259;315;258;3062;10;origin1;Y;NA;0;season3;G;measured;3062;G
6;B;61.44832307;313;253;3060;10;origin1;Y;NA;0;season3;G;measured;3060;G
6;B;61.54688569;316;258;3055;10;origin1;Y;NA;0;season3;G;measured;3055;G
6;B;61.82614648;300;258;3038;10;origin1;Y;NA;0;season1;G;measured;3038;G
6;B;61.9028063;300;258;3035;10;origin1;Y;NA;0;season1;G;measured;3035;G
6;B;61.98220397;303;258;3050;10;origin1;Y;NA;0;season2;G;measured;3050;G
6;B;62.23682409;NA;NA;3058;10;origin1;Y;NA;0;season2;G;measured;3058;G
6;B;62.24229979;305;258;3058;10;origin1;Y;NA;0;season2;G;measured;3058;G
6;B;62.32443532;300;258;3053;10;origin1;Y;NA;0;season3;G;measured;3053;G
6;B;62.47775496;302;258;3056;10;origin1;Y;NA;0;season3;G;measured;3056;G
6;B;62.57357974;304;258;3058;10;origin1;Y;NA;0;season3;G;measured;3058;G
6;B;62.65845311;304;258;3058;10;origin1;Y;NA;0;season1;G;measured;3058;G
6;B;62.82819986;275;258;2948;10;origin1;Y;NA;0;season1;G;measured;2948;G
18;B;52.59137577;366;240;3229;15;origin1;Y;NA;0;season2;I;measured;3229;G
19;B;18.50787132;365.76;246.38;NA;16;origin1;Y;NA;0;season1;F;estimated;3171.682268688;G
19;B;19.86036961;365.76;255.27;NA;16;origin1;Y;NA;0;season2;F;estimated;3327.879568688;G
19;B;22.11088296;365.76;256.54;NA;16;origin1;Y;NA;0;season3;F;estimated;3350.193468688;G
19;B;24.26557153;378.46;254;NA;16;origin1;Y;NA;0;season3;F;estimated;3451.153624908;G
19;B;25.86447639;365.76;256.54;NA;16;origin1;Y;NA;0;season2;F;estimated;3350.193468688;G
19;B;27.1321013;383.54;256.54;NA;16;origin1;Y;NA;0;season3;F;estimated;3559.312209708;G
19;B;29.0513347;383.54;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3603.940009708;G
19;B;31.90691307;383.54;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3603.940009708;G
19;B;33.07323751;368.3;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3422.4258307;G
19;B;34.0971937;370.84;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3450.786907328;G
19;B;35.04722793;365.76;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3394.821268688;G
19;B;36.02737851;391.16;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3704.910046528;G
19;B;37.06502396;381;259.08;NA;16;origin1;Y;NA;0;season2;F;estimated;3571.79636;G
19;B;42.88295688;365.76;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3528.704668688;G
19;B;43.86036961;368.3;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3556.3092307;G
19;B;44.91444216;368.3;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3556.3092307;G
19;B;45.79876797;368.3;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3556.3092307;G
19;B;46.87474333;370.84;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3584.670307328;G
19;B;48.91444216;368.3;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3556.3092307;G
19;B;49.80698152;381;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3705.67976;G
19;B;52.83504449;381;266.7;NA;16;origin1;Y;NA;0;season2;F;estimated;3705.67976;G
19;B;53.94113621;365.76;264.16;NA;16;origin1;Y;NA;0;season2;F;estimated;3484.076868688;G
19;B;54.52703628;388.62;256.54;NA;16;origin1;Y;NA;0;season1;F;estimated;3625.869052972;G
19;B;54.69130732;388.62;256.54;NA;16;origin1;Y;NA;0;season1;F;estimated;3625.869052972;G
20;B;18.34360027;342.9;238.76;NA;17;origin1;Y;NA;0;season2;N;estimated;2823.4009683;F
20;B;19.1430527;360.68;238.76;NA;17;origin1;Y;NA;0;season2;N;estimated;2984.859288512;F
20;B;20.19438741;347.98;241.3;NA;17;origin1;Y;NA;0;season2;N;estimated;2910.377143852;F
20;B;21.26214921;355.6;241.3;NA;17;origin1;Y;NA;0;season2;N;estimated;2979.5735668;F
20;B;22.22587269;370.84;241.3;NA;17;origin1;Y;NA;0;season2;N;estimated;3138.392307328;F
20;B;23.26351814;370.84;243.84;NA;17;origin1;Y;NA;0;season2;N;estimated;3183.020107328;F
20;B;24.27378508;365.76;243.84;NA;17;origin1;Y;NA;0;season2;N;estimated;3127.054468688;F
20;B;25.28405202;373.38;243.84;NA;17;origin1;Y;NA;0;season2;N;estimated;3212.137698572;F
20;B;26.30253251;386.08;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3547.584574032;F
20;B;27.30184805;358.14;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3227.291070348;F
20;B;28.23819302;360.68;256.54;NA;17;origin1;Y;NA;0;season2;N;estimated;3297.253888512;F
20;B;29.21013005;358.14;259.08;NA;17;origin1;Y;NA;0;season2;N;estimated;3316.546670348;F
20;B;30.29705681;358.14;259.08;NA;17;origin1;Y;NA;0;season2;N;estimated;3316.546670348;F
20;B;31.26351814;358.14;259.08;NA;17;origin1;Y;NA;0;season2;N;estimated;3316.546670348;F
20;B;31.66324435;358.14;259.08;NA;17;origin1;Y;NA;0;season3;N;estimated;3316.546670348;F
20;B;32.37234771;375.92;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3420.523004432;F
20;B;34.67761807;370.84;254;NA;17;origin1;Y;NA;0;season3;N;estimated;3361.531307328;F
20;B;35.18412047;363.22;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3278.717621292;F
20;B;36.49555099;383.54;254;NA;17;origin1;Y;NA;0;season3;N;estimated;3514.684409708;F
20;B;37.24024641;358.14;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3227.291070348;F
20;B;39.13483915;383.54;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3514.684409708;F
20;B;40.02737851;386.08;254;NA;17;origin1;Y;NA;0;season1;N;estimated;3547.584574032;F
20;B;47.34839151;383.54;254;NA;17;origin1;Y;NA;0;season2;N;estimated;3514.684409708;F
20;B;50.91307324;348;249;3069;17;origin1;Y;NA;0;season1;N;measured;3069;F
20;B;51.08281999;NA;NA;3078;17;origin1;Y;NA;0;season2;N;measured;3078;F
20;B;51.20876112;386.08;248.92;NA;17;origin1;Y;NA;0;season2;N;estimated;3458.328974032;F
20;B;51.40041068;NA;NA;3048;17;origin1;Y;NA;0;season2;N;measured;3048;F
20;B;51.45790554;357;252;3188;17;origin1;Y;NA;0;season3;N;measured;3188;F
20;B;53.3853525;350.52;246.38;NA;17;origin1;Y;NA;0;season2;N;estimated;3021.941703552;F
23;B;28.862423;360.68;238.76;NA;16;origin1;Y;NA;0;season2;R;estimated;2984.859288512;H
23;B;51.6550308;348;239;3137;16;origin1;Y;NA;0;season1;R;measured;3137;H
23;B;51.82477755;NA;NA;3065;16;origin1;Y;NA;0;season2;R;measured;3065;H
23;B;52.13963039;NA;NA;3087;16;origin1;Y;NA;0;season2;R;measured;3087;H
23;B;52.1670089;335;249;3119;16;origin1;Y;NA;0;season3;R;measured;3119;H
23;B;52.27926078;332;242;3062;16;origin1;Y;NA;0;season3;R;measured;3062;H
23;B;52.47912389;344;235;2970;16;origin1;Y;NA;0;season3;R;measured;2970;H
23;B;52.5338809;340;243;2970;16;origin1;Y;NA;0;season1;R;measured;2970;H
25;B;28.26283368;408.94;256.54;NA;17;origin1;Y;NA;0;season3;O;estimated;3922.357010668;F
25;B;53.02669405;391.16;259.08;NA;17;origin1;Y;NA;0;season2;O;estimated;3704.910046528;F
28;B;49.85900068;351;251;3528;18;origin1;Y;NA;0;season2;I;measured;3528;G
29;B;49.52224504;335;239;2901;18;origin1;Y;NA;0;season2;I;measured;2901;G
31;B;49.9301848;396;262;NA;18;origin1;Y;NA;0;season3;F;estimated;3823.88341;G
31;B;49.99863107;391;262;NA;18;origin1;Y;NA;0;season3;F;estimated;3754.02436;G
31;B;50.08350445;396;262;NA;18;origin1;Y;NA;0;season3;F;estimated;3823.88341;G
31;B;50.19575633;399;262;NA;18;origin1;Y;NA;0;season3;F;estimated;3867.20596;G
31;B;50.2696783;399;262;NA;18;origin1;Y;NA;0;season1;F;estimated;3867.20596;G
31;B;50.29979466;399;262;NA;18;origin1;Y;NA;0;season1;F;estimated;3867.20596;G
31;B;50.37371663;396;262;3865;18;origin1;Y;NA;0;season1;F;measured;3865;G
31;B;50.49965777;386;262;3742;18;origin1;Y;NA;0;season1;F;measured;3742;G
31;B;50.58179329;384;262;3763;18;origin1;Y;NA;0;season2;F;measured;3763;G
31;B;50.62833676;381;262;3635;18;origin1;Y;NA;0;season2;F;measured;3635;G
31;B;50.76796715;384;262;3782;18;origin1;Y;NA;0;season2;F;measured;3782;G
31;B;50.84188912;389;262;NA;18;origin1;Y;NA;0;season2;F;estimated;3726.90156;G
31;B;50.88569473;351;259;NA;18;origin1;Y;NA;0;season3;F;estimated;3247.97596;G
31;B;51.01437372;356;262;NA;18;origin1;Y;NA;0;season3;F;estimated;3347.09301;G
31;B;51.06913073;401;262;3597;18;origin1;Y;NA;0;season3;F;measured;3597;G
31;B;51.15126626;391;262;3660;18;origin1;Y;NA;0;season3;F;measured;3660;G
31;B;51.20602327;389;262;3780;18;origin1;Y;NA;0;season1;F;measured;3780;G
31;B;51.34291581;396;264;3695;18;origin1;Y;NA;0;season1;F;measured;3695;G
31;B;51.51813826;361;262;3877;18;origin1;Y;NA;0;season1;F;measured;3877;G
31;B;51.60301164;391;264;3644;18;origin1;Y;NA;0;season2;F;measured;3644;G
31;B;51.68514716;381;257;3918;18;origin1;Y;NA;0;season2;F;measured;3918;G
31;B;51.74811773;384;262;3807;18;origin1;Y;NA;0;season2;F;measured;3807;G
31;B;51.8220397;391;257;3383;18;origin1;Y;NA;0;season2;F;measured;3383;G
31;B;51.90143737;389;259;3732;18;origin1;Y;NA;0;season3;F;measured;3732;G
31;B;51.9945243;384;259;3908;18;origin1;Y;NA;0;season3;F;measured;3908;G
31;B;52.09308693;391;264;3854;18;origin1;Y;NA;0;season3;F;measured;3854;G
31;B;52.14236824;325;259;3682;18;origin1;Y;NA;0;season3;F;measured;3682;G
31;B;52.27652293;401;259;3862;18;origin1;Y;NA;0;season1;F;measured;3862;G
31;B;52.33675565;391;262;3662;18;origin1;Y;NA;0;season1;F;measured;3662;G
31;B;52.43258042;391;262;3682;18;origin1;Y;NA;0;season1;F;measured;3682;G
31;B;52.6954141;NA;NA;3628;18;origin1;Y;NA;0;season2;F;measured;3628;G
32;B;40.33150685;345.44;236.22;NA;18;origin1;Y;NA;0;season1;O;estimated;2799.569098768;F
32;B;46.7369863;360.68;231.14;NA;18;origin1;Y;NA;0;season3;O;estimated;2850.975888512;F
32;B;51.63287671;335.28;243.84;NA;18;origin1;Y;NA;0;season2;O;estimated;2854.807864592;F
33;B;49.25393566;353;236;3033;19;origin3;Y;NA;0;season2;I;measured;3033;G
36;B;48.12320329;366;248;3087;20;origin1;Y;NA;0;season2;I;measured;3087;G
38;B;28.50924025;347.98;251.46;NA;19;origin3;Y;NA;0;season3;G;estimated;3088.888343852;G
38;B;33.229295;360.68;256.54;NA;19;origin3;Y;NA;0;season2;G;estimated;3297.253888512;G
38;B;34.34907598;363.22;256.54;NA;19;origin3;Y;NA;0;season2;G;estimated;3323.345421292;G
38;B;35.24709103;360.68;256.54;NA;19;origin3;Y;NA;0;season2;G;estimated;3297.253888512;G
38;B;36.27104723;355.6;259.08;NA;19;origin3;Y;NA;0;season2;G;estimated;3291.9681668;G
38;B;37.60985626;373.38;259.08;NA;19;origin3;Y;NA;0;season3;G;estimated;3479.904498572;G
38;B;41.48939083;360.68;266.7;NA;19;origin3;Y;NA;0;season3;G;estimated;3475.765088512;G
38;B;50.29158111;NA;NA;3606;19;origin3;Y;NA;0;season2;G;measured;3606;G
38;B;50.48596851;370;280;3565;19;origin3;Y;NA;0;season3;G;measured;3565;G
38;B;52.25462012;370;263;3686.5;19;origin3;Y;NA;0;season2;G;measured;3686.5;G
38;B;53.2347707;369;NA;3264.3;19;origin3;Y;NA;0;season2;G;measured;3264.3;G
38;B;54.23408624;366;NA;3252;19;origin3;Y;NA;0;season2;G;measured;3252;G
38;B;54.23682409;NA;NA;3208.2;19;origin3;Y;NA;0;season2;G;measured;3208.2;G
38;B;54.24229979;366;NA;3208.2;19;origin3;Y;NA;0;season2;G;measured;3208.2;G
38;B;54.32169747;369;267;NA;19;origin3;Y;NA;0;season2;G;estimated;3569.32076;G
38;B;54.39288159;360;267;NA;19;origin3;Y;NA;0;season2;G;estimated;3474.17933;G
38;B;54.47501711;365;267;NA;19;origin3;Y;NA;0;season3;G;estimated;3525.86308;G
38;B;54.52977413;370;261;3283;19;origin3;Y;NA;0;season3;G;measured;3283;G
38;B;54.65845311;373;261;NA;19;origin3;Y;NA;0;season3;G;estimated;3509.2346;G
38;B;54.72963723;372;265;NA;19;origin3;Y;NA;0;season3;G;estimated;3568.00525;G
38;B;54.82546201;375;265;NA;19;origin3;Y;NA;0;season1;G;estimated;3602.88508;G
38;B;54.86379192;370;NA;3283;19;origin3;Y;NA;0;season1;G;measured;3283;G
38;B;54.87200548;370;265;NA;19;origin3;Y;NA;0;season1;G;estimated;3545.33833;G
38;B;54.98699521;372;267;NA;19;origin3;Y;NA;0;season1;G;estimated;3603.14525;G
38;B;55.07186858;372;268;NA;19;origin3;Y;NA;0;season1;G;estimated;3620.71525;G
38;B;55.15674196;370;268;NA;19;origin3;Y;NA;0;season2;G;estimated;3598.04833;G
38;B;55.24982888;370;260;3283;19;origin3;Y;NA;0;season2;G;measured;3283;G
38;B;55.31827515;370;260;NA;19;origin3;Y;NA;0;season2;G;estimated;3457.48833;G
38;B;55.39493498;365;260;NA;19;origin3;Y;NA;0;season2;G;estimated;3402.87308;G
38;B;55.4825462;364;265;3216;19;origin3;Y;NA;0;season3;G;measured;3216;G
38;B;55.86858316;378;265;NA;19;origin3;Y;NA;0;season1;G;estimated;3638.82025;G
44;B;48.3449692;359;265;3361;19;origin3;Y;NA;0;season2;I;measured;3361;G
45;B;19.42231348;342.9;239;NA;21;origin1;Y;NA;0;season2;G;estimated;2827.6177683;G
45;B;22.74332649;356;246.38;NA;21;origin1;Y;NA;0;season3;G;estimated;3072.64961;G
45;B;29.50855578;384;251.46;NA;21;origin1;Y;NA;0;season2;G;estimated;3475.95881;G
45;B;30.52156057;355.6;251;NA;21;origin1;Y;NA;0;season2;G;estimated;3150.0025668;G
45;B;30.6146475;353.06;259;NA;21;origin1;Y;NA;0;season2;G;estimated;3266.740577868;G
45;B;32.61054073;350.52;259.08;NA;21;origin1;Y;NA;0;season2;G;estimated;3245.080703552;G
45;B;33.59890486;368.3;259.08;NA;21;origin1;Y;NA;0;season2;G;estimated;3422.4258307;G
45;B;33.60711841;368;259;NA;21;origin1;Y;NA;0;season2;G;estimated;3417.72045;G
45;B;34.51334702;368;259;NA;21;origin1;Y;NA;0;season2;G;estimated;3417.72045;G
45;B;35.60027379;365.76;259.08;NA;21;origin1;Y;NA;0;season2;G;estimated;3394.821268688;G
45;B;37.47022587;386.08;259.08;NA;21;origin1;Y;NA;0;season2;G;estimated;3636.840174032;G
45;B;47.61396304;NA;NA;3526;21;origin1;Y;NA;0;season2;G;measured;3526;G
45;B;47.77549624;402;294;3595;21;origin1;Y;NA;0;season3;G;measured;3595;G
45;B;49.54414784;387;260;3364.5;21;origin1;Y;NA;0;season2;G;measured;3364.5;G
50;B;50.34086242;362;246;3413;17;origin3;Y;NA;0;season2;I;measured;3413;G
56;B;18.22587269;340.36;236.22;NA;21;origin3;N;32.15879535;0;season2;F;estimated;2758.733752448;G
56;B;18.47775496;347.98;228.6;NA;21;origin3;N;31.90691308;0;season3;F;estimated;2687.238143852;G
56;B;22.16563997;360.68;246.38;NA;21;origin3;N;28.21902807;0;season2;F;estimated;3118.742688512;G
56;B;23.10472279;360.68;251.46;NA;21;origin3;N;27.27994525;0;season2;F;estimated;3207.998288512;G
56;B;27.26899384;373.38;259.08;NA;21;origin3;N;23.1156742;0;season2;F;estimated;3479.904498572;G
56;B;29.19644079;337.82;261.62;NA;21;origin3;N;21.18822725;0;season2;F;estimated;3185.728851212;G
56;B;31.18685832;347.98;259.08;NA;21;origin3;N;19.19780972;0;season2;F;estimated;3222.771743852;G
56;B;33.25941136;353.06;259.08;NA;21;origin3;N;17.12525668;0;season2;F;estimated;3268.146177868;G
56;B;35.17316906;355.6;259.08;NA;21;origin3;N;15.21149898;0;season2;F;estimated;3291.9681668;G
56;B;36.26830938;353.06;256.54;NA;21;origin3;N;14.11635866;0;season2;F;estimated;3223.518377868;G
56;B;38.35455168;340.36;259.08;NA;21;origin3;N;12.03011636;0;season2;F;estimated;3160.383952448;G
56;B;40.20807666;350.52;259.08;NA;21;origin3;N;10.17659138;0;season2;F;estimated;3245.080703552;G
56;B;45.12799452;368.3;261.62;NA;21;origin3;N;5.25667352;0;season2;F;estimated;3467.0536307;G
56;B;48.12867899;368.3;261.62;NA;21;origin3;N;2.255989046;0;season2;F;estimated;3467.0536307;G
58;B;50.29979466;378.46;254;NA;13;origin3;Y;NA;0;season2;F;estimated;3451.153624908;G
58;B;51.45516769;391.16;256.54;NA;13;origin3;Y;NA;0;season2;F;estimated;3660.282246528;G
58;B;58.33538672;374;NA;3357.8;13;origin3;Y;NA;0;season2;F;measured;3357.8;G
58;B;59.63586585;385;NA;3563.5;13;origin3;Y;NA;0;season3;F;measured;3563.5;G
58;B;59.9835729;387;NA;3600.9;13;origin3;Y;NA;0;season1;F;measured;3600.9;G
61;B;47.27994524;330.2;238.76;NA;16;origin3;Y;NA;0;season2;N;estimated;2730.7690352;F
61;B;49.0568104;345.44;243.84;NA;16;origin3;Y;NA;0;season1;N;estimated;2933.452498768;F
61;B;51.00068446;325;236;2476;16;origin3;Y;NA;0;season1;N;measured;2476;F
61;B;51.17043121;NA;NA;2557;16;origin3;Y;NA;0;season2;N;measured;2557;F
61;B;51.4880219;NA;NA;2456;16;origin3;Y;NA;0;season2;N;measured;2456;F
61;B;51.54551677;341;241;2568;16;origin3;Y;NA;0;season3;N;measured;2568;F
61;B;51.60301164;328;233;2494;16;origin3;Y;NA;0;season3;N;measured;2494;F
64;B;45.68104038;389;259;3948;22;origin1;Y;NA;0;season1;R;measured;3948;H
64;B;45.85078713;NA;NA;3865;22;origin1;Y;NA;0;season2;R;measured;3865;H
64;B;46.16563997;NA;NA;3806;22;origin1;Y;NA;0;season2;R;measured;3806;H
64;B;46.19301848;406;251;4016;22;origin1;Y;NA;0;season3;R;measured;4016;H
64;B;46.30527036;400;260;3970;22;origin1;Y;NA;0;season3;R;measured;3970;H
64;B;46.50513347;416;256;4140;22;origin1;Y;NA;0;season3;R;measured;4140;H
64;B;46.55989049;398;257;4140;22;origin1;Y;NA;0;season1;R;measured;4140;H
67;B;48.04106776;353;254;3182;20;origin3;Y;NA;0;season1;G;measured;3182;G
67;B;50.34086242;351;249;3233;20;origin3;Y;NA;0;season2;G;measured;3233;G
67;B;53.5687885;350;253;2964;20;origin3;Y;NA;0;season3;G;measured;2964;G
67;B;53.95482546;360;245;NA;20;origin3;Y;NA;0;season1;G;estimated;3087.63933;G
71;B;18.2477755;309.88;200.66;NA;14;origin3;Y;NA;0;season2;F;estimated;1952.479702272;G
71;B;19.24709103;312.42;205.74;NA;14;origin3;Y;NA;0;season2;F;estimated;2052.696542732;G
71;B;19.63013699;309.88;195.58;NA;14;origin3;Y;NA;0;season3;G;estimated;1863.224102272;G
71;B;20.35068493;304.8;213.36;NA;14;origin3;Y;NA;0;season2;G;estimated;2155.9657652;G
71;B;22.00547945;314.96;213.36;NA;14;origin3;Y;NA;0;season1;G;estimated;2198.297697808;G
71;B;24.55852156;314.96;210.82;NA;14;origin3;Y;NA;0;season3;F;estimated;2153.669897808;G
71;B;26.57534247;320.04;220.98;NA;14;origin3;Y;NA;0;season3;G;estimated;2357.886151808;G
71;B;28.42191781;332.74;215.9;NA;14;origin3;Y;NA;0;season2;G;estimated;2346.132192588;G
71;B;29.01917808;358.14;218.44;NA;14;origin3;Y;NA;0;season1;G;estimated;2602.501870348;G
71;B;31.42465753;335.28;223.52;NA;14;origin3;Y;NA;0;season2;G;estimated;2497.785464592;G
71;B;32.40273973;330.2;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2507.6300352;G
71;B;33.26849315;335.28;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2542.413264592;G
71;B;34.39726027;327.66;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2491.373192428;G
71;B;35.39178082;332.74;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2524.643392588;G
71;B;36.42739726;325.12;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2475.872864272;G
71;B;37.36164384;335.28;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2542.413264592;G
71;B;38.39178082;335.28;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2542.413264592;G
71;B;39.40273973;325.12;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2475.872864272;G
71;B;41.19726027;340.36;228.6;NA;14;origin3;Y;NA;0;season2;G;estimated;2624.850352448;G
71;B;43.23561644;340.36;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2580.222552448;G
71;B;45.26488706;347.98;231.14;NA;14;origin3;Y;NA;0;season2;F;estimated;2731.865943852;G
71;B;47.21423682;342.9;231.14;NA;14;origin3;Y;NA;0;season2;F;estimated;2689.5175683;G
71;B;48.09308693;335.28;231.14;NA;14;origin3;Y;NA;0;season2;F;estimated;2631.668864592;G
71;B;49.19452055;345.44;223.52;NA;14;origin3;Y;NA;0;season2;G;estimated;2576.430098768;G
71;B;51.19726027;327.66;238.76;NA;14;origin3;Y;NA;0;season2;G;estimated;2714.512192428;G
71;B;53.2;347.98;238.76;NA;14;origin3;Y;NA;0;season2;G;estimated;2865.749343852;G
71;B;54.12054795;353.06;238.76;NA;14;origin3;Y;NA;0;season2;G;estimated;2911.123777868;G
71;B;55.25205479;337.82;233.68;NA;14;origin3;Y;NA;0;season2;G;estimated;2694.823051212;G
71;B;56.24366872;340.36;228.6;NA;14;origin3;Y;NA;0;season2;F;estimated;2624.850352448;G
71;B;57.18082192;345.44;226.06;NA;14;origin3;Y;NA;0;season2;G;estimated;2621.057898768;G
73;B;45.67830253;328;231;2808;23;origin1;Y;NA;0;season1;G;measured;2808;G
73;B;47.95619439;343;231;NA;23;origin1;Y;NA;0;season2;G;estimated;2687.8622;G
73;B;48.0164271;348;235;3344;23;origin1;Y;NA;0;season2;G;measured;3344;G
73;B;51.00889802;339;230;2942;23;origin1;Y;NA;0;season2;G;measured;2942;G
76;B;50.28610541;355.6;233.68;NA;12;origin3;Y;NA;0;season2;F;estimated;2845.6901668;G
76;B;55.56468172;356;241;NA;12;origin3;Y;NA;0;season3;F;estimated;2978.12301;G
76;B;55.63312799;356;241;NA;12;origin3;Y;NA;0;season3;F;estimated;2978.12301;G
76;B;55.71800137;353;241;NA;12;origin3;Y;NA;0;season3;F;estimated;2949.927;G
76;B;55.80561259;358;241;NA;12;origin3;Y;NA;0;season3;F;estimated;2997.50665;G
76;B;55.90417522;358;241;NA;12;origin3;Y;NA;0;season1;F;estimated;2997.50665;G
76;B;55.93429158;358;241;NA;12;origin3;Y;NA;0;season1;F;estimated;2997.50665;G
76;B;56.00821355;358;244;3442;12;origin3;Y;NA;0;season1;F;measured;3442;G
76;B;56.13415469;371;241;3491;12;origin3;Y;NA;0;season1;F;measured;3491;G
76;B;56.21629021;361;244;3601;12;origin3;Y;NA;0;season2;F;measured;3601;G
76;B;56.26283368;368;244;3614;12;origin3;Y;NA;0;season2;F;measured;3614;G
76;B;56.40246407;358;244;3591;12;origin3;Y;NA;0;season2;F;measured;3591;G
76;B;56.47638604;353;244;NA;12;origin3;Y;NA;0;season2;F;estimated;3002.637;G
76;B;56.52019165;345;244;NA;12;origin3;Y;NA;0;season3;F;estimated;2932.60708;G
76;B;56.64887064;340;244;NA;12;origin3;Y;NA;0;season3;F;estimated;2892.64933;G
76;B;56.70362765;358;241;3366;12;origin3;Y;NA;0;season3;F;measured;3366;G
76;B;56.78576318;361;241;3581;12;origin3;Y;NA;0;season3;F;measured;3581;G
76;B;56.84052019;366;241;3452;12;origin3;Y;NA;0;season1;F;measured;3452;G
76;B;56.97741273;366;246;3375;12;origin3;Y;NA;0;season1;F;measured;3375;G
76;B;57.15263518;353;244;3334;12;origin3;Y;NA;0;season1;F;measured;3334;G
76;B;57.23750856;361;241;3382;12;origin3;Y;NA;0;season2;F;measured;3382;G
76;B;57.31964408;356;239;3378;12;origin3;Y;NA;0;season2;F;measured;3378;G
76;B;57.38261465;356;241;3377;12;origin3;Y;NA;0;season2;F;measured;3377;G
76;B;57.45653662;351;239;3273;12;origin3;Y;NA;0;season2;F;measured;3273;G
76;B;57.53593429;345;241;3441;12;origin3;Y;NA;0;season3;F;measured;3441;G
76;B;57.62902122;340;246;3468;12;origin3;Y;NA;0;season3;F;measured;3468;G
76;B;57.72758385;361;239;3512;12;origin3;Y;NA;0;season3;F;measured;3512;G
76;B;57.77686516;366;239;3518;12;origin3;Y;NA;0;season3;F;measured;3518;G
76;B;57.91101985;356;239;3532;12;origin3;Y;NA;0;season1;F;measured;3532;G
76;B;57.97125257;356;244;3672;12;origin3;Y;NA;0;season1;F;measured;3672;G
76;B;58.06707734;361;241;3594;12;origin3;Y;NA;0;season1;F;measured;3594;G
76;B;61.98494182;375;245;NA;12;origin3;Y;NA;0;season1;F;estimated;3251.48508;G
77;B;47.03013699;355.6;254;NA;21;origin3;Y;NA;0;season1;O;estimated;3202.7125668;F
78;B;20.96919918;347.98;226.06;NA;15;origin3;Y;NA;0;season1;F;estimated;2642.610343852;G
78;B;23.55920602;347.98;228.6;NA;15;origin3;Y;NA;0;season3;F;estimated;2687.238143852;G
78;B;24.30116359;365.76;236.22;NA;15;origin3;Y;NA;0;season2;F;estimated;2993.171068688;G
78;B;25.34976044;350.52;228.6;NA;15;origin3;Y;NA;0;season2;F;estimated;2709.547103552;G
