SD temperatures,SD fertilization,SD speeds,SD motility,SU temperatures,SU fertilization,SU speeds,SU motility,multiple stressors temperatures,multiple stressors pH,multiple stressors fertilization,multiple stressors speeds,multiple stressors motility,Argyle_datetime_2020,Argyle_temps_2020,Argyle_datetime_2021,Argyle_temps_2021,Deadman_datetime_2020,Deadman_temps_2020,Deadman_datetime_2021,Deadman_temps_2021
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10/7/2020 23:45,15.15,26/6/2021 5:00,12.5,2020-07-02 2:53:23,10.37,2021-06-25 00:04:46,10.25
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 0:00,15.52,26/6/2021 5:15,12.96,2020-07-02 3:08:23,10.26,2021-06-25 00:19:46,10.21
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 0:15,16.45,26/6/2021 5:30,13.1,2020-07-02 3:23:23,10.18,2021-06-25 00:34:46,10.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 0:30,16.98,26/6/2021 5:45,13.48,2020-07-02 3:38:23,10.23,2021-06-25 00:49:46,10.09
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 0:45,17.06,26/6/2021 6:00,14.2,2020-07-02 3:53:23,10.37,2021-06-25 01:04:46,10.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 1:00,17.16,26/6/2021 6:15,14.72,2020-07-02 4:08:23,10.45,2021-06-25 01:19:46,10.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 1:15,17.11,26/6/2021 6:30,15.07,2020-07-02 4:23:23,10.49,2021-06-25 01:34:46,10.01
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 1:30,17.05,26/6/2021 6:45,15.43,2020-07-02 4:38:23,10.51,2021-06-25 01:49:46,9.96
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 1:45,17.01,26/6/2021 7:00,15.76,2020-07-02 4:53:23,10.52,2021-06-25 02:04:46,9.97
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 2:00,16.99,26/6/2021 7:15,15.95,2020-07-02 5:08:23,10.52,2021-06-25 02:19:46,10.03
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 2:15,16.93,26/6/2021 7:30,16.17,2020-07-02 5:23:23,10.54,2021-06-25 02:34:46,10.06
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 2:30,16.89,26/6/2021 7:45,16.3,2020-07-02 5:38:23,10.52,2021-06-25 02:49:46,10.07
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 2:45,16.87,26/6/2021 8:00,16.46,2020-07-02 5:53:23,10.55,2021-06-25 03:04:46,10.01
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 3:00,16.8,26/6/2021 8:15,16.62,2020-07-02 6:08:23,10.57,2021-06-25 03:19:46,9.99
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 3:15,16.74,26/6/2021 8:30,16.96,2020-07-02 6:23:23,10.57,2021-06-25 03:34:46,9.97
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 3:30,16.71,26/6/2021 8:45,17.46,2020-07-02 6:38:23,10.58,2021-06-25 03:49:46,9.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 3:45,16.67,26/6/2021 9:00,17.87,2020-07-02 6:53:23,10.56,2021-06-25 04:04:46,9.97
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 4:00,16.61,26/6/2021 9:15,18.19,2020-07-02 7:08:23,10.57,2021-06-25 04:19:46,9.95
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 4:15,16.58,26/6/2021 9:30,18.46,2020-07-02 7:23:23,10.55,2021-06-25 04:34:46,9.98
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 4:30,16.57,26/6/2021 9:45,18.83,2020-07-02 7:38:23,10.56,2021-06-25 04:49:46,10.00
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 4:45,16.5,26/6/2021 10:00,19.22,2020-07-02 7:53:23,10.56,2021-06-25 05:04:46,10.01
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 5:00,16.51,26/6/2021 10:15,19.58,2020-07-02 8:08:23,10.59,2021-06-25 05:19:46,10.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 5:15,16.47,26/6/2021 10:30,19.86,2020-07-02 8:23:23,10.62,2021-06-25 05:34:46,10.22
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 5:30,16.44,26/6/2021 10:45,20.26,2020-07-02 8:38:23,10.64,2021-06-25 05:49:46,10.34
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 5:45,16.4,26/6/2021 11:00,20.54,2020-07-02 8:53:23,10.68,2021-06-25 06:04:46,10.43
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 6:00,16.39,26/6/2021 11:15,21.15,2020-07-02 9:08:23,10.68,2021-06-25 06:19:46,10.53
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 6:15,16.35,26/6/2021 11:30,21.96,2020-07-02 9:23:23,10.77,2021-06-25 06:34:46,10.68
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 6:30,16.29,26/6/2021 11:45,22.78,2020-07-02 9:38:23,10.81,2021-06-25 06:49:46,10.82
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 6:45,16.3,26/6/2021 12:00,23.88,2020-07-02 9:53:23,10.88,2021-06-25 07:04:46,10.97
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 7:00,16.3,26/6/2021 12:15,24.45,2020-07-02 17:53:23,10.97,2021-06-25 07:19:46,11.13
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 7:15,16.34,26/6/2021 12:30,25.52,2020-07-02 18:08:23,10.86,2021-06-25 07:34:46,11.65
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 7:30,16.52,26/6/2021 12:45,26.33,2020-07-02 18:23:23,10.68,2021-06-25 07:49:46,12.15
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 7:45,16.62,26/6/2021 13:00,26.9,2020-07-02 18:38:23,10.63,2021-06-25 08:04:46,12.79
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 8:00,16.74,26/6/2021 13:15,27.35,2020-07-02 18:53:23,10.68,2021-06-25 08:19:46,13.54
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 8:15,16.77,26/6/2021 13:30,28.23,2020-07-02 19:08:23,10.63,2021-06-25 08:34:46,13.74
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 8:30,16.85,26/6/2021 13:45,28.69,2020-07-02 19:23:23,10.62,2021-06-25 08:49:46,14.02
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 8:45,16.99,26/6/2021 14:00,29.52,2020-07-02 19:38:23,10.60,2021-06-25 09:04:46,14.10
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 9:00,17.1,26/6/2021 14:15,30.2,2020-07-02 19:53:23,10.63,2021-06-25 09:19:46,14.14
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 9:15,17.36,26/6/2021 14:30,30.8,2020-07-02 20:08:23,10.60,2021-06-25 09:34:46,14.19
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 9:30,17.58,26/6/2021 14:45,31.11,2020-07-02 20:23:23,10.67,2021-06-25 09:49:46,14.24
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 9:45,17.8,26/6/2021 15:00,31.43,2020-07-02 20:38:23,10.66,2021-06-25 10:04:46,14.29
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 10:00,17.83,26/6/2021 15:15,31.53,2020-07-02 20:53:23,10.62,2021-06-25 10:19:46,14.34
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 10:15,18.06,26/6/2021 15:30,31.42,2020-07-02 21:08:23,10.63,2021-06-25 10:34:46,14.39
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 10:30,18.24,26/6/2021 15:45,31.79,2020-07-02 21:23:23,10.57,2021-06-25 10:49:46,14.44
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 10:45,18.7,26/6/2021 16:00,31.73,2020-07-02 21:38:23,10.59,2021-06-25 11:04:46,14.49
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 11:00,19.26,26/6/2021 16:15,31.85,2020-07-02 21:53:23,10.62,2021-06-25 11:19:46,14.54
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 11:15,19.8,26/6/2021 16:30,32.08,2020-07-02 22:08:23,10.60,2021-06-25 11:34:46,14.58
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 11:30,20.01,26/6/2021 16:45,32.07,2020-07-02 22:23:23,10.56,2021-06-25 11:49:46,14.62
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 11:45,20.07,26/6/2021 17:00,31.99,2020-07-02 22:38:23,10.45,2021-06-25 12:04:46,14.67
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 12:00,20.32,26/6/2021 17:15,31.9,2020-07-02 22:53:23,10.40,2021-06-25 12:19:46,14.71
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 12:15,20.5,26/6/2021 17:30,31.46,2020-07-02 23:08:23,10.37,2021-06-25 12:34:46,14.75
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 12:30,20.31,26/6/2021 17:45,30.9,2020-07-02 23:23:23,10.38,2021-06-25 12:49:46,14.78
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 12:45,20.12,26/6/2021 18:00,20.69,2020-07-02 23:38:23,10.36,2021-06-25 13:04:46,14.81
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 13:00,19.72,26/6/2021 18:15,19.11,2020-07-02 23:53:23,10.36,2021-06-25 13:19:46,14.84
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 13:15,19.58,26/6/2021 18:30,18.14,2020-07-03 0:08:23,10.30,2021-06-25 13:34:46,14.86
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 13:30,19.36,26/6/2021 18:45,15.68,2020-07-03 0:23:23,10.29,2021-06-25 13:49:46,14.88
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 13:45,19.33,26/6/2021 19:00,14.23,2020-07-03 0:38:23,10.29,2021-06-25 14:04:46,14.90
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 14:00,19.35,26/6/2021 19:15,13.76,2020-07-03 0:53:23,10.32,2021-06-25 14:19:46,14.90
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 14:15,19.41,26/6/2021 19:30,13.19,2020-07-03 1:08:23,10.28,2021-06-25 14:34:46,14.89
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 14:30,19.39,26/6/2021 19:45,13.77,2020-07-03 1:23:23,10.29,2021-06-25 14:49:46,14.90
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 14:45,19.42,26/6/2021 20:00,13.77,2020-07-03 1:38:23,10.26,2021-06-25 15:04:46,14.91
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,11/7/2020 15:00,19.46,26/6/2021 20:15,13.88,2020-07-03 1:53:23,10.28,2021-06-25 15:19:46,14.93
